0,AND_LSL
1,AND_LSL
2,AND_LSR
3,AND_LSR
4,AND_ASR
5,AND_ASR
6,AND_ROR
7,AND_ROR
8,AND_LSL
9,MUL
10,AND_LSR
11,STRH
12,AND_ASR
13,ILL
14,AND_ROR
15,ILL
16,ANDS_LSL
17,ANDS_LSL
18,ANDS_LSR
19,ANDS_LSR
20,ANDS_ASR
21,ANDS_ASR
22,ANDS_ROR
23,ANDS_ROR
24,ANDS_LSL
25,MULS
26,ANDS_LSR
27,LDRH
28,ANDS_ASR
29,LDRSB
30,ANDS_ROR
31,LDRSH
32,EOR_LSL
33,EOR_LSL
34,EOR_LSR
35,EOR_LSR
36,EOR_ASR
37,EOR_ASR
38,EOR_ROR
39,EOR_ROR
40,EOR_LSL
41,MLA
42,EOR_LSR
43,STRH
44,EOR_ASR
45,ILL
46,EOR_ROR
47,ILL
48,EORS_LSL
49,EORS_LSL
50,EORS_LSR
51,EORS_LSR
52,EORS_ASR
53,EORS_ASR
54,EORS_ROR
55,EORS_ROR
56,EORS_LSL
57,MLAS
58,EORS_LSR
59,LDRH
60,EORS_ASR
61,LDRSB
62,EORS_ROR
63,LDRSH
64,SUB_LSL
65,SUB_LSL
66,SUB_LSR
67,SUB_LSR
68,SUB_ASR
69,SUB_ASR
70,SUB_ROR
71,SUB_ROR
72,SUB_LSL
73,ILL
74,SUB_LSR
75,STRHI
76,SUB_ASR
77,ILL
78,SUB_ROR
79,ILL
80,SUBS_LSL
81,SUBS_LSL
82,SUBS_LSR
83,SUBS_LSR
84,SUBS_ASR
85,SUBS_ASR
86,SUBS_ROR
87,SUBS_ROR
88,SUBS_LSL
89,ILL
90,SUBS_LSR
91,LDRHI
92,SUBS_ASR
93,LDRSBI
94,SUBS_ROR
95,LDRSHI
96,RSB_LSL
97,RSB_LSL
98,RSB_LSR
99,RSB_LSR
100,RSB_ASR
101,RSB_ASR
102,RSB_ROR
103,RSB_ROR
104,RSB_LSL
105,ILL
106,RSB_LSR
107,STRHI
108,RSB_ASR
109,ILL
110,RSB_ROR
111,ILL
112,RSBS_LSL
113,RSBS_LSL
114,RSBS_LSR
115,RSBS_LSR
116,RSBS_ASR
117,RSBS_ASR
118,RSBS_ROR
119,RSBS_ROR
120,RSBS_LSL
121,ILL
122,RSBS_LSR
123,LDRHI
124,RSBS_ASR
125,LDRSBI
126,RSBS_ROR
127,LDRSHI
128,ADD_LSL
129,ADD_LSL
130,ADD_LSR
131,ADD_LSR
132,ADD_ASR
133,ADD_ASR
134,ADD_ROR
135,ADD_ROR
136,ADD_LSL
137,UMULL
138,ADD_LSR
139,STRHU
140,ADD_ASR
141,ILL
142,ADD_ROR
143,ILL
144,ADDS_LSL
145,ADDS_LSL
146,ADDS_LSR
147,ADDS_LSR
148,ADDS_ASR
149,ADDS_ASR
150,ADDS_ROR
151,ADDS_ROR
152,ADDS_LSL
153,UMULLS
154,ADDS_LSR
155,LDRHU
156,ADDS_ASR
157,LDRSBU
158,ADDS_ROR
159,LDRSHU
160,ADC_LSL
161,ADC_LSL
162,ADC_LSR
163,ADC_LSR
164,ADC_ASR
165,ADC_ASR
166,ADC_ROR
167,ADC_ROR
168,ADC_LSL
169,UMLAL
170,ADC_LSR
171,STRHU
172,ADC_ASR
173,ILL
174,ADC_ROR
175,ILL
176,ADCS_LSL
177,ADCS_LSL
178,ADCS_LSR
179,ADCS_LSR
180,ADCS_ASR
181,ADCS_ASR
182,ADCS_ROR
183,ADCS_ROR
184,ADCS_LSL
185,UMLALS
186,ADCS_LSR
187,LDRHU
188,ADCS_ASR
189,LDRSBU
190,ADCS_ROR
191,LDRSHU
192,SBC_LSL
193,SBC_LSL
194,SBC_LSR
195,SBC_LSR
196,SBC_ASR
197,SBC_ASR
198,SBC_ROR
199,SBC_ROR
200,SBC_LSL
201,SMULL
